Chiptime	ax(g)	ay(g)	az(g)	wx(deg/s)	wy(deg/s)	wz(deg/s)	AngleX(deg)	AngleY(deg)	AngleZ(deg)	T(бу)	magx	magy	magz	lon	lat	Yaw	Speed	q1	q2	q3	q4
 None	0.1006	0.0015	1.0249	0.0	0.0	0.0	0.066	-5.592	-94.741	31.68	-412	-35	-211	None	None	None	None	None	None	None	None
 None	0.1006	0.002	1.0249	0.0	0.0	0.0	0.066	-5.592	-94.746	31.54	-415	-35	-210	None	None	None	None	None	None	None	None
 None	0.1006	0.0015	1.0244	0.0	0.0	0.0	0.071	-5.592	-94.774	31.64	-414	-37	-209	None	None	None	None	None	None	None	None
 None	0.1001	0.0015	1.0244	0.0	0.0	0.0	0.071	-5.592	-94.785	31.71	-417	-33	-208	None	None	None	None	None	None	None	None
 None	0.1001	0.0015	1.0254	0.0	0.0	0.0	0.071	-5.592	-94.785	31.66	-414	-33	-211	None	None	None	None	None	None	None	None
 None	0.1006	0.0015	1.0244	0.0	0.0	0.0	0.071	-5.592	-94.79	31.65	-415	-34	-211	None	None	None	None	None	None	None	None
 None	0.1006	0.0015	1.0239	0.0	0.0	0.0	0.071	-5.592	-94.79	31.66	-416	-34	-211	None	None	None	None	None	None	None	None
 None	0.1001	0.001	1.0249	0.0	0.0	0.0	0.071	-5.592	-94.785	31.72	-415	-31	-208	None	None	None	None	None	None	None	None
 None	0.1001	0.001	1.0249	0.0	0.0	0.0	0.071	-5.592	-94.796	31.68	-416	-34	-211	None	None	None	None	None	None	None	None
 None	0.1006	0.001	1.0244	0.0	0.0	0.0	0.071	-5.592	-94.79	31.64	-416	-30	-209	None	None	None	None	None	None	None	None
 None	0.1006	0.001	1.0244	0.0	0.0	0.0	0.071	-5.592	-94.785	31.65	-415	-33	-209	None	None	None	None	None	None	None	None
 None	0.1001	0.001	1.0244	0.0	0.0	0.0	0.066	-5.592	-94.796	31.61	-417	-35	-209	None	None	None	None	None	None	None	None
 None	0.1011	0.001	1.0249	0.0	0.0	0.0	0.066	-5.592	-94.79	31.67	-416	-31	-209	None	None	None	None	None	None	None	None
 None	0.1006	0.0015	1.0249	0.0	0.0	0.0	0.066	-5.592	-94.779	31.67	-418	-35	-208	None	None	None	None	None	None	None	None
 None	0.0996	0.002	1.0249	0.0	0.0	0.0	0.071	-5.592	-94.785	31.73	-418	-34	-210	None	None	None	None	None	None	None	None
 None	0.0996	0.0015	1.0244	0.0	0.0	0.0	0.071	-5.592	-94.79	31.68	-416	-35	-211	None	None	None	None	None	None	None	None
 None	0.1001	0.0015	1.0249	0.0	0.0	0.0	0.071	-5.587	-94.796	31.66	-416	-33	-209	None	None	None	None	None	None	None	None
 None	0.1006	0.0015	1.0249	0.0	0.0	0.0	0.071	-5.587	-94.779	31.64	-416	-32	-210	None	None	None	None	None	None	None	None
 None	0.1011	0.001	1.0244	0.0	0.0	0.0	0.071	-5.587	-94.768	31.73	-415	-33	-211	None	None	None	None	None	None	None	None
 None	0.1006	0.001	1.0239	0.0	0.0	0.0	0.071	-5.592	-94.785	31.7	-414	-35	-211	None	None	None	None	None	None	None	None
 None	0.0996	0.001	1.0244	0.0	0.0	0.0	0.071	-5.592	-94.807	31.71	-417	-34	-210	None	None	None	None	None	None	None	None
 None	0.0996	0.001	1.0244	0.0	0.0	0.0	0.066	-5.587	-94.79	31.66	-416	-31	-212	None	None	None	None	None	None	None	None
 None	0.1006	0.001	1.0244	0.0	0.0	0.0	0.066	-5.587	-94.779	31.63	-418	-34	-210	None	None	None	None	None	None	None	None
 None	0.1011	0.001	1.0244	0.0	0.0	0.0	0.066	-5.587	-94.752	31.66	-418	-27	-209	None	None	None	None	None	None	None	None
 None	0.1011	0.001	1.0239	0.0	0.0	0.0	0.066	-5.592	-94.724	31.69	-418	-31	-208	None	None	None	None	None	None	None	None
 None	0.1006	0.001	1.0244	0.0	0.0	0.0	0.066	-5.592	-94.719	31.81	-419	-33	-212	None	None	None	None	None	None	None	None
 None	0.1006	0.001	1.0244	0.0	0.0	0.0	0.066	-5.592	-94.73	31.68	-417	-34	-209	None	None	None	None	None	None	None	None
 None	0.1001	0.0015	1.0239	0.0	0.0	0.0	0.066	-5.592	-94.719	31.74	-415	-31	-210	None	None	None	None	None	None	None	None
 None	0.1006	0.002	1.0234	0.0	0.0	0.0	0.066	-5.592	-94.713	31.68	-417	-34	-209	None	None	None	None	None	None	None	None
 None	0.1006	0.0015	1.0244	0.0	0.0	0.0	0.066	-5.592	-94.708	31.78	-417	-33	-209	None	None	None	None	None	None	None	None
 None	0.1006	0.0015	1.0249	0.0	0.0	0.0	0.071	-5.592	-94.719	31.67	-415	-34	-207	None	None	None	None	None	None	None	None
 None	0.1001	0.002	1.0249	0.0	0.0	0.0	0.071	-5.592	-94.719	31.76	-416	-31	-210	None	None	None	None	None	None	None	None
 None	0.1001	0.002	1.0244	0.0	0.0	0.0	0.071	-5.592	-94.719	31.74	-417	-33	-210	None	None	None	None	None	None	None	None
 None	0.1001	0.0015	1.0244	0.0	0.0	0.0	0.071	-5.592	-94.708	31.75	-413	-32	-208	None	None	None	None	None	None	None	None
 None	0.1001	0.001	1.0244	0.0	0.0	0.0	0.071	-5.592	-94.697	31.71	-417	-32	-208	None	None	None	None	None	None	None	None
 None	0.1001	0.001	1.0244	0.0	0.0	0.0	0.071	-5.592	-94.686	31.66	-413	-31	-212	None	None	None	None	None	None	None	None
 None	0.1001	0.0015	1.0249	0.0	0.0	0.0	0.071	-5.587	-94.68	31.7	-415	-30	-212	None	None	None	None	None	None	None	None
 None	0.1006	0.0015	1.0244	0.0	0.0	0.0	0.071	-5.587	-94.675	31.74	-417	-32	-211	None	None	None	None	None	None	None	None
 None	0.1006	0.0015	1.0244	0.0	0.0	0.0	0.071	-5.592	-94.68	31.78	-417	-32	-210	None	None	None	None	None	None	None	None
 None	0.1001	0.0015	1.0249	0.0	0.0	0.0	0.071	-5.592	-94.675	31.7	-417	-31	-210	None	None	None	None	None	None	None	None
 None	0.1001	0.0015	1.0254	0.0	0.0	0.0	0.071	-5.592	-94.669	31.79	-414	-32	-210	None	None	None	None	None	None	None	None
 None	0.1001	0.0015	1.0254	0.0	0.0	0.0	0.071	-5.587	-94.675	31.77	-418	-35	-209	None	None	None	None	None	None	None	None
 None	0.1001	0.0015	1.0249	0.0	0.0	0.0	0.077	-5.587	-94.68	31.67	-417	-30	-214	None	None	None	None	None	None	None	None
 None	0.1006	0.0015	1.0244	0.0	0.0	0.0	0.077	-5.587	-94.68	31.75	-416	-31	-209	None	None	None	None	None	None	None	None
 None	0.1006	0.001	1.0249	0.0	0.0	0.0	0.071	-5.587	-94.669	31.82	-414	-32	-208	None	None	None	None	None	None	None	None
 None	0.1006	0.0005	1.0249	0.0	0.0	0.0	0.071	-5.592	-94.675	31.82	-418	-32	-206	None	None	None	None	None	None	None	None
 None	0.1001	0.0005	1.0254	0.0	0.0	0.0	0.066	-5.592	-94.68	31.69	-417	-34	-210	None	None	None	None	None	None	None	None
 None	0.1006	0.001	1.0244	0.0	0.0	0.0	0.066	-5.592	-94.697	31.73	-417	-36	-210	None	None	None	None	None	None	None	None
 None	0.1006	0.0015	1.0239	0.0	0.0	0.0	0.066	-5.592	-94.708	31.78	-416	-33	-212	None	None	None	None	None	None	None	None
 None	0.1001	0.001	1.0244	0.0	0.0	0.0	0.066	-5.592	-94.697	31.77	-417	-32	-210	None	None	None	None	None	None	None	None
 None	0.1001	0.001	1.0249	0.0	0.0	0.0	0.066	-5.592	-94.691	31.78	-417	-32	-212	None	None	None	None	None	None	None	None
 None	0.1001	0.001	1.0249	0.0	0.0	0.0	0.066	-5.587	-94.691	31.79	-415	-33	-210	None	None	None	None	None	None	None	None
 None	0.1001	0.001	1.0249	0.0	0.0	0.0	0.066	-5.587	-94.68	31.77	-416	-31	-212	None	None	None	None	None	None	None	None
 None	0.1001	0.001	1.0244	0.0	0.0	0.0	0.06	-5.587	-94.675	31.8	-416	-30	-214	None	None	None	None	None	None	None	None
 None	0.1006	0.0015	1.0244	0.0	0.0	0.0	0.06	-5.587	-94.653	31.8	-416	-29	-209	None	None	None	None	None	None	None	None
 None	0.1011	0.0015	1.0249	0.0	0.0	0.0	0.066	-5.592	-94.642	31.8	-415	-34	-210	None	None	None	None	None	None	None	None
 None	0.1006	0.0015	1.0249	0.0	0.0	0.0	0.066	-5.592	-94.664	31.84	-416	-33	-208	None	None	None	None	None	None	None	None
 None	0.1006	0.0015	1.0249	0.0	0.0	0.0	0.066	-5.592	-94.675	31.83	-420	-33	-206	None	None	None	None	None	None	None	None
 None	0.1011	0.001	1.0249	0.0	0.0	0.0	0.066	-5.592	-94.669	31.89	-418	-32	-210	None	None	None	None	None	None	None	None
 None	0.1006	0.0015	1.0239	0.0	0.0	0.0	0.066	-5.598	-94.669	31.78	-417	-31	-211	None	None	None	None	None	None	None	None
 None	0.1001	0.0015	1.0239	0.0	0.0	0.0	0.066	-5.598	-94.653	31.8	-415	-33	-211	None	None	None	None	None	None	None	None
 None	0.1001	0.0015	1.0244	0.0	0.0	0.0	0.066	-5.592	-94.647	31.8	-421	-33	-208	None	None	None	None	None	None	None	None
 None	0.1011	0.001	1.0239	0.0	0.0	0.0	0.066	-5.598	-94.647	31.82	-416	-32	-207	None	None	None	None	None	None	None	None
 None	0.1011	0.001	1.0244	0.0	0.0	0.0	0.066	-5.598	-94.642	31.83	-417	-30	-208	None	None	None	None	None	None	None	None
 None	0.1006	0.0015	1.0249	0.0	0.0	0.0	0.066	-5.598	-94.631	31.79	-415	-31	-207	None	None	None	None	None	None	None	None
 None	0.1001	0.0015	1.0254	0.0	0.0	0.0	0.066	-5.598	-94.614	31.83	-416	-32	-210	None	None	None	None	None	None	None	None
 None	0.1001	0.0015	1.0254	0.0	0.0	0.0	0.066	-5.598	-94.625	31.86	-416	-34	-210	None	None	None	None	None	None	None	None
 None	0.1006	0.0015	1.0244	0.0	0.0	0.0	0.071	-5.598	-94.647	31.77	-418	-33	-207	None	None	None	None	None	None	None	None
 None	0.1006	0.0015	1.0244	0.0	0.0	0.0	0.071	-5.598	-94.658	31.84	-415	-33	-210	None	None	None	None	None	None	None	None
 None	0.1006	0.001	1.0244	0.0	0.0	0.0	0.071	-5.598	-94.658	31.78	-416	-33	-211	None	None	None	None	None	None	None	None
 None	0.1011	0.001	1.0244	0.0	0.0	0.0	0.071	-5.598	-94.658	31.83	-417	-33	-208	None	None	None	None	None	None	None	None
 None	0.1011	0.0015	1.0244	0.0	0.0	0.0	0.066	-5.603	-94.675	31.8	-416	-34	-209	None	None	None	None	None	None	None	None
 None	0.1006	0.0015	1.0244	0.0	0.0	0.0	0.071	-5.603	-94.664	31.86	-416	-32	-211	None	None	None	None	None	None	None	None
 None	0.1001	0.002	1.0249	0.0	0.0	0.0	0.071	-5.603	-94.664	31.81	-420	-33	-210	None	None	None	None	None	None	None	None
 None	0.1006	0.0015	1.0249	0.0	0.0	0.0	0.071	-5.598	-94.669	31.81	-416	-33	-208	None	None	None	None	None	None	None	None
 None	0.1006	0.0015	1.0254	0.0	0.0	0.0	0.071	-5.598	-94.669	31.84	-415	-31	-211	None	None	None	None	None	None	None	None
 None	0.1006	0.0015	1.0244	0.0	0.0	0.0	0.071	-5.598	-94.669	31.84	-415	-31	-211	None	None	None	None	None	None	None	None
 None	0.1006	0.002	1.0239	0.0	0.0	0.0	0.077	-5.598	-94.664	31.84	-416	-31	-211	None	None	None	None	None	None	None	None
 None	0.1001	0.0015	1.0249	0.0	0.0	0.0	0.077	-5.598	-94.658	31.88	-415	-32	-209	None	None	None	None	None	None	None	None
 None	0.1001	0.001	1.0249	0.0	0.0	0.0	0.077	-5.598	-94.642	31.82	-419	-29	-210	None	None	None	None	None	None	None	None
 None	0.1006	0.0015	1.0244	0.0	0.0	0.0	0.077	-5.598	-94.62	31.89	-417	-30	-210	None	None	None	None	None	None	None	None
 None	0.1006	0.0015	1.0244	0.0	0.0	0.0	0.077	-5.598	-94.614	31.83	-416	-32	-210	None	None	None	None	None	None	None	None
 None	0.1006	0.0015	1.0244	0.0	0.0	0.0	0.077	-5.598	-94.62	31.86	-415	-33	-209	None	None	None	None	None	None	None	None
 None	0.1006	0.0015	1.0249	0.0	0.0	0.0	0.077	-5.598	-94.636	31.82	-418	-35	-210	None	None	None	None	None	None	None	None
 None	0.1006	0.0015	1.0244	0.0	0.0	0.0	0.077	-5.598	-94.653	31.88	-417	-32	-213	None	None	None	None	None	None	None	None
 None	0.1006	0.001	1.0239	0.0	0.0	0.0	0.077	-5.598	-94.658	31.8	-415	-33	-210	None	None	None	None	None	None	None	None
 None	0.1006	0.001	1.0249	0.0	0.0	0.0	0.077	-5.598	-94.664	31.82	-419	-33	-209	None	None	None	None	None	None	None	None
 None	0.1006	0.001	1.0254	0.0	0.0	0.0	0.071	-5.598	-94.675	31.86	-416	-36	-205	None	None	None	None	None	None	None	None
 None	0.1006	0.001	1.0249	0.0	0.0	0.0	0.071	-5.598	-94.686	31.94	-417	-34	-207	None	None	None	None	None	None	None	None
 None	0.1001	0.001	1.0244	0.0	0.0	0.0	0.071	-5.598	-94.691	31.88	-416	-31	-210	None	None	None	None	None	None	None	None
 None	0.1001	0.001	1.0239	0.0	0.0	0.0	0.071	-5.598	-94.691	31.88	-414	-32	-206	None	None	None	None	None	None	None	None
 None	0.1006	0.001	1.0244	0.0	0.0	0.0	0.071	-5.598	-94.675	31.91	-417	-30	-211	None	None	None	None	None	None	None	None
 None	0.1001	0.001	1.0249	0.0	0.0	0.0	0.066	-5.598	-94.664	31.92	-415	-33	-210	None	None	None	None	None	None	None	None
 None	0.1001	0.0015	1.0249	0.0	0.0	0.0	0.066	-5.598	-94.669	31.84	-418	-34	-209	None	None	None	None	None	None	None	None
 None	0.1001	0.001	1.0249	0.0	0.0	0.0	0.066	-5.598	-94.675	31.85	-418	-32	-207	None	None	None	None	None	None	None	None
 None	0.1001	0.001	1.0254	0.0	0.0	0.0	0.066	-5.592	-94.675	31.92	-417	-31	-211	None	None	None	None	None	None	None	None
 None	0.1001	0.001	1.0249	0.0	0.0	0.0	0.066	-5.592	-94.675	31.89	-414	-32	-211	None	None	None	None	None	None	None	None
 None	0.1001	0.001	1.0244	0.0	0.0	0.0	0.066	-5.592	-94.669	31.87	-417	-32	-211	None	None	None	None	None	None	None	None
 None	0.1001	0.001	1.0239	0.0	0.0	0.0	0.066	-5.592	-94.664	31.86	-418	-30	-209	None	None	None	None	None	None	None	None
 None	0.1006	0.001	1.0239	0.0	0.0	0.0	0.066	-5.592	-94.658	31.87	-415	-32	-209	None	None	None	None	None	None	None	None
 None	0.1006	0.0015	1.0244	0.0	0.0	0.0	0.066	-5.592	-94.664	31.91	-417	-34	-208	None	None	None	None	None	None	None	None
 None	0.1001	0.001	1.0249	0.0	0.0	0.0	0.066	-5.592	-94.68	31.93	-417	-34	-208	None	None	None	None	None	None	None	None
 None	0.1001	0.0015	1.0249	0.0	0.0	0.0	0.066	-5.592	-94.675	31.88	-418	-32	-210	None	None	None	None	None	None	None	None
 None	0.1006	0.002	1.0244	0.0	0.0	0.0	0.066	-5.592	-94.686	31.91	-413	-34	-210	None	None	None	None	None	None	None	None
 None	0.1006	0.0015	1.0244	0.0	0.0	0.0	0.066	-5.592	-94.675	31.87	-415	-29	-212	None	None	None	None	None	None	None	None
 None	0.1001	0.0015	1.0249	0.0	0.0	0.0	0.066	-5.592	-94.664	31.89	-415	-34	-211	None	None	None	None	None	None	None	None
 None	0.1006	0.0015	1.0244	0.0	0.0	0.0	0.071	-5.592	-94.675	31.86	-416	-32	-211	None	None	None	None	None	None	None	None
 None	0.1006	0.0015	1.0244	0.0	0.0	0.0	0.071	-5.592	-94.664	31.96	-416	-32	-212	None	None	None	None	None	None	None	None
 None	0.0996	0.0015	1.0244	0.0	0.0	0.0	0.071	-5.592	-94.68	31.97	-417	-35	-208	None	None	None	None	None	None	None	None
 None	0.1001	0.001	1.0249	0.0	0.0	0.0	0.071	-5.592	-94.686	31.93	-414	-30	-211	None	None	None	None	None	None	None	None
 None	0.1006	0.001	1.0244	0.0	0.0	0.0	0.071	-5.592	-94.658	32.03	-416	-33	-211	None	None	None	None	None	None	None	None
 None	0.1006	0.001	1.0244	0.0	0.0	0.0	0.066	-5.592	-94.658	31.98	-415	-31	-209	None	None	None	None	None	None	None	None
 None	0.1006	0.0015	1.0244	0.0	0.0	0.0	0.071	-5.592	-94.642	31.92	-417	-31	-212	None	None	None	None	None	None	None	None
 None	0.1006	0.002	1.0249	0.0	0.0	0.0	0.071	-5.592	-94.647	31.92	-415	-33	-211	None	None	None	None	None	None	None	None
 None	0.1006	0.0015	1.0249	0.0	0.0	0.0	0.071	-5.592	-94.647	31.95	-413	-34	-208	None	None	None	None	None	None	None	None
 None	0.1001	0.0015	1.0249	0.0	0.0	0.0	0.071	-5.592	-94.664	31.96	-417	-35	-212	None	None	None	None	None	None	None	None
 None	0.1006	0.001	1.0249	0.0	0.0	0.0	0.071	-5.592	-94.669	31.93	-416	-32	-207	None	None	None	None	None	None	None	None
 None	0.1006	0.001	1.0244	0.0	0.0	0.0	0.071	-5.598	-94.669	31.94	-415	-32	-212	None	None	None	None	None	None	None	None
 None	0.1001	0.001	1.0244	0.0	0.0	0.0	0.066	-5.592	-94.669	31.93	-417	-34	-208	None	None	None	None	None	None	None	None
 None	0.1001	0.0015	1.0244	0.0	0.0	0.0	0.066	-5.592	-94.658	32.05	-419	-33	-208	None	None	None	None	None	None	None	None
 None	0.1001	0.0015	1.0249	0.0	0.0	0.0	0.071	-5.592	-94.664	31.91	-417	-34	-209	None	None	None	None	None	None	None	None
 None	0.0996	0.0015	1.0254	0.0	0.0	0.0	0.071	-5.592	-94.669	31.89	-418	-33	-211	None	None	None	None	None	None	None	None
 None	0.0996	0.0015	1.0249	0.0	0.0	0.0	0.071	-5.587	-94.675	32.01	-417	-34	-209	None	None	None	None	None	None	None	None
 None	0.1001	0.001	1.0244	0.0	0.0	0.0	0.071	-5.587	-94.686	31.94	-420	-33	-208	None	None	None	None	None	None	None	None
 None	0.1006	0.001	1.0244	0.0	0.0	0.0	0.066	-5.587	-94.686	32.03	-418	-31	-209	None	None	None	None	None	None	None	None
 None	0.1006	0.0015	1.0249	0.0	0.0	0.0	0.071	-5.587	-94.68	32.0	-416	-33	-209	None	None	None	None	None	None	None	None
 None	0.1006	0.0015	1.0254	0.0	0.0	0.0	0.071	-5.592	-94.686	31.93	-417	-33	-210	None	None	None	None	None	None	None	None
 None	0.1006	0.0015	1.0244	0.0	0.0	0.0	0.071	-5.592	-94.686	31.97	-417	-33	-209	None	None	None	None	None	None	None	None
 None	0.1006	0.0015	1.0244	0.0	0.0	0.0	0.071	-5.592	-94.686	31.98	-416	-32	-210	None	None	None	None	None	None	None	None
 None	0.1001	0.001	1.0249	0.0	0.0	0.0	0.071	-5.592	-94.686	31.99	-418	-35	-209	None	None	None	None	None	None	None	None
 None	0.1001	0.001	1.0249	0.0	0.0	0.0	0.066	-5.592	-94.686	31.96	-416	-31	-209	None	None	None	None	None	None	None	None
 None	0.1001	0.0015	1.0239	0.0	0.0	0.0	0.066	-5.592	-94.686	31.92	-417	-33	-209	None	None	None	None	None	None	None	None
 None	0.1001	0.0015	1.0239	0.0	0.0	0.0	0.071	-5.592	-94.697	32.01	-415	-36	-209	None	None	None	None	None	None	None	None
 None	0.1006	0.0015	1.0244	0.0	0.0	0.0	0.071	-5.592	-94.724	32.01	-418	-33	-211	None	None	None	None	None	None	None	None
 None	0.1006	0.0015	1.0244	0.0	0.0	0.0	0.071	-5.592	-94.73	32.07	-417	-35	-215	None	None	None	None	None	None	None	None
 None	0.1006	0.0015	1.0239	0.0	0.0	0.0	0.071	-5.592	-94.73	31.99	-417	-32	-210	None	None	None	None	None	None	None	None
 None	0.1011	0.002	1.0234	0.0	0.0	0.0	0.071	-5.592	-94.724	32.03	-417	-34	-210	None	None	None	None	None	None	None	None
 None	0.1011	0.0015	1.0239	0.0	0.0	0.0	0.071	-5.598	-94.724	32.03	-417	-30	-211	None	None	None	None	None	None	None	None
 None	0.1001	0.001	1.0244	0.0	0.0	0.0	0.071	-5.598	-94.708	32.02	-420	-32	-210	None	None	None	None	None	None	None	None
 None	0.0996	0.001	1.0244	0.0	0.0	0.0	0.071	-5.592	-94.697	32.05	-416	-30	-209	None	None	None	None	None	None	None	None
 None	0.1001	0.001	1.0249	0.0	0.0	0.0	0.071	-5.592	-94.686	31.97	-416	-31	-210	None	None	None	None	None	None	None	None
 None	0.1006	0.0015	1.0249	0.0	0.0	0.0	0.071	-5.592	-94.664	32.0	-415	-32	-212	None	None	None	None	None	None	None	None
 None	0.1016	0.0015	1.0244	0.0	0.0	0.0	0.071	-5.598	-94.658	32.07	-416	-31	-210	None	None	None	None	None	None	None	None
 None	0.1011	0.0015	1.0239	0.0	0.0	0.0	0.071	-5.598	-94.658	31.96	-418	-32	-211	None	None	None	None	None	None	None	None
 None	0.1006	0.0015	1.0244	0.0	0.0	0.0	0.071	-5.603	-94.664	32.02	-416	-32	-207	None	None	None	None	None	None	None	None
 None	0.1006	0.0015	1.0244	0.0	0.0	0.0	0.071	-5.603	-94.653	31.95	-415	-30	-209	None	None	None	None	None	None	None	None
 None	0.1006	0.0015	1.0239	0.0	0.0	0.0	0.071	-5.603	-94.636	32.05	-418	-32	-209	None	None	None	None	None	None	None	None
 None	0.1006	0.0015	1.0244	0.0	0.0	0.0	0.071	-5.603	-94.636	31.98	-416	-32	-211	None	None	None	None	None	None	None	None
 None	0.1006	0.0015	1.0249	0.0	0.0	0.0	0.071	-5.603	-94.636	32.06	-415	-34	-212	None	None	None	None	None	None	None	None
 None	0.1006	0.001	1.0249	0.0	0.0	0.0	0.071	-5.603	-94.636	32.05	-413	-32	-210	None	None	None	None	None	None	None	None
 None	0.1006	0.0005	1.0244	0.0	0.0	0.0	0.071	-5.603	-94.636	32.03	-416	-32	-206	None	None	None	None	None	None	None	None
 None	0.1006	0.001	1.0239	0.0	0.0	0.0	0.066	-5.603	-94.631	32.04	-415	-33	-211	None	None	None	None	None	None	None	None
 None	0.1001	0.0015	1.0244	0.0	0.0	0.0	0.066	-5.603	-94.642	32.06	-416	-31	-211	None	None	None	None	None	None	None	None
 None	0.1001	0.0015	1.0249	0.0	0.0	0.0	0.071	-5.603	-94.631	32.12	-416	-32	-210	None	None	None	None	None	None	None	None
 None	0.1001	0.001	1.0249	0.0	0.0	0.0	0.066	-5.598	-94.631	32.09	-417	-32	-211	None	None	None	None	None	None	None	None
 None	0.1011	0.001	1.0254	0.0	0.0	0.0	0.066	-5.598	-94.631	32.12	-416	-35	-209	None	None	None	None	None	None	None	None
 None	0.1011	0.001	1.0249	0.0	0.0	0.0	0.066	-5.603	-94.647	32.06	-416	-35	-209	None	None	None	None	None	None	None	None
 None	0.1006	0.0015	1.0244	0.0	0.0	0.0	0.066	-5.603	-94.669	32.03	-417	-35	-209	None	None	None	None	None	None	None	None
 None	0.1006	0.0015	1.0244	0.0	0.0	0.0	0.066	-5.603	-94.669	32.02	-416	-30	-209	None	None	None	None	None	None	None	None
